"","GLDS-6_array_Rnor_SDR_keratinocytes_CTRL_Rep1_GSM144733_raw1.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_CTRL_Rep2_GSM144734_raw.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_CTRL_Rep3_GSM144735_raw.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_IR_56Fe_Rep1_GSM144736_raw.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_IR_56Fe_Rep2_GSM144737_raw.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_IR_56Fe_Rep3_GSM144738_raw.CEL.gz"
"1383435_at",5.6215180733192,5.88116665176359,5.41307867290379,5.52816872528881,5.35179915218273,5.26776307636043
"1383436_at",6.18382235214812,6.0151298224665,6.06537351696279,6.37538986700292,6.65166588246858,6.34268760973942
"1383437_at",6.38589406060864,6.35060984117324,6.48474814915236,6.4633862682146,6.40182956127442,6.36132662745775
"1383438_at",3.11826139037879,3.43837600132782,3.46481011122565,3.36467507777155,3.40196784168699,3.15937828502335
"1383439_at",3.76143298673234,3.89486967419521,3.49896931263642,3.58681360964929,3.84070775291435,3.54807215469087
"1383440_at",6.21431882614531,6.19192518693649,6.05772129681399,6.09503863574082,6.054843344686,5.79116588171783
"1383441_at",6.7486155517395,6.79719428685362,6.877822377393,6.88443238075897,6.84368259347649,6.82386011663415
"1383442_at",4.91298992616732,5.00838358623416,5.30131168601161,4.90537431879589,4.96764220276724,4.94955619461228
"1383443_at",6.91416228103928,7.0080347882069,7.07245236450469,6.88084672061001,7.0705629147707,7.11137603323796
"1383444_at",5.03985602508527,5.13291490965168,5.36661465634949,5.21242962160901,5.23460934512381,5.03868871397744
"1383445_at",5.23705189544634,5.14933779453766,5.15966963684472,5.0443188477436,5.20036720968165,5.1341729741436
"1383446_at",5.2355658840576,5.36201090179023,5.30797363029776,5.1810824466679,5.1236958486803,5.15842632296319
"1383447_at",8.35828263263558,8.3617086291264,8.53139794961457,8.3359065791026,8.44141354432877,8.52972539529226
"1383448_at",6.05777663793899,5.91468489051989,6.02405772965707,6.37572638239532,6.12469879797033,6.06189399419986
"1383449_at",3.30912106551036,3.41852669865925,3.39129748523815,3.37969639019565,3.30858099192531,3.35791347940294
"1383450_at",7.57211760004274,7.63916980422819,7.33931291753407,7.56304439809439,7.64582438018524,7.49803568666658
"1383451_at",8.32165622041799,8.19085925235322,8.54968793940174,8.41347236363982,8.49188573016108,8.58246413359273
"1383452_at",7.81000032456325,7.50446381351699,7.57956208414613,7.44244345728705,7.41551440806919,7.29992573748434
"1383453_at",3.41831311710646,3.52680818569075,3.45806603884666,3.42062108071699,3.65997969604204,3.43146794703177
"1383454_a_at",6.73277543152201,6.86871935402287,6.74380293334587,6.78611375065401,6.82682920297211,6.74597893459669
"1383455_at",10.4002587355719,10.1923431576597,10.1924157675045,10.3136299336146,10.0896681272302,10.3938548024444
"1383456_at",2.7504523367491,2.99879262206992,2.71389477294535,2.77934960800956,2.70561618309334,2.41868702076834
"1383457_at",4.44676305344893,4.42178324497149,4.28208009620106,4.65248564569509,4.88477352127625,4.52662070891953
"1383458_at",6.0748556136558,6.03766660533087,6.24634075799466,6.22344285608672,6.00221883110906,5.88242950573425
"1383459_at",4.75238344831426,4.74836163753342,4.82449878981061,4.69681232379085,4.67706743271861,4.40804659534933
"1383460_at",3.8514983556782,3.62852284082944,3.80623856635195,3.79052005157761,3.66246522460423,3.48167728467921
"1383461_at",7.97288453508027,8.18095084502288,7.97608056417414,7.95377293687682,7.92951669885918,7.71667958482676
"1383462_at",6.46137678398966,6.44996021818318,6.10726315752719,6.35154462642164,6.7429004566325,6.57641893546355
"1383463_at",7.25541033892196,7.10770741524014,7.19838795825356,7.19362247775113,7.16877468116781,7.11790185651964
"1383464_at",7.57935139479177,7.61165586866187,7.68047313720563,7.46011805657769,7.52232388446177,7.48815607087316
"1383465_at",7.31268731333172,7.14863402639775,7.24859904273658,7.24612888708489,7.43904984632582,7.35359449830848
"1383466_at",5.47465012989973,5.45199393573706,5.38602005461367,5.16323876564182,5.32054719986307,5.58599101305022
"1383467_at",7.07760208757765,6.99512303468871,6.75802107641277,6.81940891948343,6.95248302208322,6.69853855392717
"1383468_at",3.30857300458666,3.01338160546926,3.34806624584674,3.04328830636744,3.05380879181457,3.04472295447226
"1383469_at",5.63426920993624,5.94997232945515,5.8424783574811,5.58815964792162,5.72117404217582,5.56710599441429
"1383470_at",4.42203401461859,4.47103162528409,4.33417394297618,3.88908711212525,4.376375452139,4.37029110151988
"1383471_at",5.79370565194876,5.43969674862522,5.77317276078541,5.90525094524492,5.89411404672469,5.9917146102153
"1383472_at",2.92247237364337,2.7093496219113,3.08971108929234,2.9320222579248,2.83660731491771,2.8475572924057
"1383473_at",5.07279014032373,5.20718543180964,5.39388059667006,5.12136948166811,5.00632491116004,4.97409732636259
"1383474_at",5.54103624369197,5.55038862799263,5.5440650553153,5.68728802871351,5.72605980272568,6.00239578689062
"1383475_at",5.35733845121575,5.10007541059151,5.12665938153325,4.93654196274081,5.00740022897826,4.83676347611374
"1383476_at",5.35307165259773,5.66872193261032,5.62356287066323,5.7957347181026,5.48452513444142,5.31918559046112
"1383477_at",8.37583681983705,8.20924471413748,7.97964615093463,8.40262885403345,8.41853776230069,8.48176551347438
"1383478_at",9.51631464666073,9.56064483974483,9.74623591667447,9.58567055628976,9.60572128652585,9.65660184620889
"1383479_at",9.2874911757054,9.1548764113013,9.27908362914572,9.3482383985682,9.17739962470462,9.26104420647373
"1383480_at",3.25510790695582,3.28457013516678,3.09312585388352,3.2943667828674,3.30324165268433,3.08225026112278
"1383481_at",5.12369715493217,4.90293788878528,5.25637412332859,5.25653314210919,5.00254385564172,5.20320586204613
"1383482_at",6.90115886157686,6.96466210305899,7.05699511326429,6.88127310893524,7.09234306827723,7.02001723562418
"1383483_at",5.95458564813155,5.94357501851723,5.95771733440971,5.97779925342014,5.98731409216358,5.9273363555103
"1383484_at",8.92562278366047,8.68512149456519,8.64159150742439,8.65765854815738,8.55994596276089,8.78082100775142
"1383485_at",7.67330752780527,7.58101176548257,7.83156273065014,7.49635868471424,7.61237911232574,7.69671035189311
"1383486_at",7.92368135798186,7.70463939315465,7.62554638770557,7.53771176676173,7.59863866563582,7.44388318311382
"1383487_at",7.33895902625578,7.48919891966323,7.207239229573,7.37130018183682,7.59892036678655,7.23842474573166
"1383488_at",5.31745579367179,5.31756330409724,5.07418362021494,5.28840701739415,5.23307966287561,4.97427298387172
"1383489_at",6.6766443128668,6.55218775496281,6.60331068111267,6.53758443901394,6.58411986936804,6.57134515132743
"1383490_at",4.28044376911439,4.2762382230204,4.59788201474189,4.49346433097844,4.2904193814928,4.33916060295473
"1383491_at",9.33342460577625,9.25267965380534,9.16246616032427,9.10426630748765,9.05873057052016,8.98044342195816
"1383492_at",7.31551049385052,7.34908576689849,7.30222793893864,7.30206611908063,7.22248377121702,7.15758507805678
"1383493_at",4.66931308423579,4.69258212207557,4.77457130610128,4.5272225423672,4.52704987368992,4.35417052921526
"1383494_at",6.65624995473858,6.64335796609382,6.45447248385211,6.80657800189093,6.91805260069855,6.91365683164843
"1383495_at",7.73775568859592,7.79246610837045,7.77815789622925,7.69460620473064,7.92301964834049,7.68996800327028
"1383496_at",10.8815817638189,10.8697767021711,10.7127080634478,10.9178149090314,10.8447469968679,10.8620718010411
"1383497_at",4.25709998234214,4.19581945647569,4.44453165813471,4.58664027389266,4.30659690889208,4.30659690889208
"1383498_at",7.64938322424588,7.65382473317416,7.43967606306209,7.47694404293149,7.59054257674017,7.48198533830843
